PassengerId,Survived,Pclass,Title,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
499,0,3,Mr,male,,1,1,21.4052,,S
500,0,3,Mr,male,35.7,0,0,10.2541,,S
501,0,3,Mr,male,,1,1,22.2615,,S
502,0,3,Mr,male,38.7,0,0,10.4494,B29,S
503,0,2,Mr,male,13.1,3,0,13.6146,,S
504,0,3,Master,male,30.5,0,0,11.0199,,Q
505,0,3,Dr,female,45.3,0,2,8.1161,,S
506,0,1,Mr,male,51.8,1,0,37.6989,,Q
507,0,3,Mr,male,19.3,0,0,7.4482,C112,S
508,0,3,Mr,male,37.4,0,0,6.78,,S
509,1,3,Miss,female,31.9,0,0,4.539,,S
510,0,3,Mr,male,,1,0,17.4279,,S
511,0,3,Mr,male,34.9,0,2,19.1169,,S
512,0,2,Mr,male,,0,2,13.7589,,S
513,1,3,Miss,female,37.6,0,0,40.8395,F51,S
514,1,3,Miss,female,50.6,0,2,27.0982,C33,S
515,0,1,Mr,male,,0,0,105.6115,,C
516,1,1,Mrs,female,34.2,0,0,128.1391,,S
517,1,2,Miss,female,56.7,0,0,4.7965,,C
518,0,3,Rev,male,45.8,0,0,25.3759,,S
519,0,3,Mrs,female,,0,4,6.3166,,S
520,0,1,Mr,male,12.1,1,0,216.4462,,S
521,0,3,Mr,male,15.4,0,0,57.9431,,S
522,0,2,Mr,male,43.2,0,0,70.4244,,S
523,1,3,Mr,male,20.6,0,0,17.6024,,S
524,0,3,Mr,male,15.1,0,0,19.5353,,S
525,1,3,Miss,female,,1,6,20.3595,G36,C
526,0,3,Mr,male,19.7,0,1,8.6439,,S
527,0,2,Mr,male,42.0,0,1,25.3745,,Q
528,0,2,Rev,male,27.4,0,0,8.3141,,Q
529,1,1,Mrs,female,9.8,1,0,213.1118,,C
530,0,3,Mr,male,30.2,0,0,19.2478,,S
531,0,3,Mr,male,32.9,0,0,26.8552,,S
532,0,3,Mr,male,22.7,0,0,11.893,B54,S
533,1,3,Mr,male,46.5,4,0,7.6895,,S
534,1,3,Mrs,female,23.6,0,0,3.3549,,S
535,1,3,Mrs,female,45.8,0,0,6.5256,,S
536,0,3,Mr,male,38.4,1,0,10.2446,B23,S
537,1,3,Miss,female,43.1,1,0,19.6702,G43,S
538,0,2,Mr,male,13.8,0,0,23.0958,G55,C
539,0,3,Mrs,female,31.1,1,2,13.7072,,S
540,1,1,Mr,male,28.9,1,0,115.6854,D66,S
541,0,3,Mr,male,9.1,0,1,10.3536,,C
542,0,3,Mr,male,45.7,0,0,18.8426,,S
543,1,1,Mrs,female,,0,0,83.2525,C115,S
544,1,3,Mr,male,,4,0,13.0655,E29,C
545,0,3,Col,male,15.0,1,1,6.0848,,S
546,0,2,Dr,male,39.9,0,1,13.0159,,S
547,1,1,Mrs,female,7.6,1,0,9.6713,,S
548,0,3,Master,male,38.7,0,0,5.3202,,S
549,1,3,Mrs,female,44.8,0,0,23.6099,,S
550,1,3,Miss,female,,0,0,5.909,A36,S
551,0,3,Mr,male,40.0,0,2,15.1539,,S
552,0,3,Mrs,female,,1,0,5.4413,F119,S
553,0,3,Mr,male,,0,0,21.1131,G37,C
554,1,3,Mrs,female,50.5,1,0,15.9886,,S
555,0,3,Mr,male,23.0,0,0,3.6123,D100,C
556,1,2,Miss,female,,0,0,33.2529,,
557,1,1,Miss,female,24.9,4,0,164.3491,,C
558,1,1,Miss,female,36.8,0,0,34.2375,,S
559,0,3,Miss,female,21.9,0,0,9.3093,,S
560,0,3,Mr,male,30.7,0,0,4.6347,E31,S
561,0,3,Mr,male,11.8,1,1,20.474,B34,C
562,1,1,Mrs,female,,0,0,71.6825,,S
563,1,1,Mr,male,39.4,0,0,71.3119,,S
564,1,1,Mr,male,,0,0,62.4928,,S
565,1,2,Mrs,female,,0,0,41.6843,E62,C
566,1,3,Mrs,female,39.0,1,0,44.1513,,S
567,1,2,Mrs,female,19.4,0,0,40.7993,,S
568,0,2,Dr,male,31.5,0,0,31.5236,,S
569,1,3,Mrs,female,46.5,0,3,7.6042,,S
570,1,2,Mr,male,17.9,0,0,10.2415,,Q
571,1,3,Miss,female,,2,0,6.1661,D49,C
572,0,3,Mr,male,,0,0,8.6199,,S
573,1,2,Mrs,female,,5,0,11.9946,C44,S
574,1,3,Mrs,female,,0,0,18.0521,,C
575,0,3,Mr,male,47.3,0,1,2.6808,,S
576,1,3,Mrs,female,21.0,1,0,8.3921,,Q
577,0,1,Mr,male,,0,0,8.7261,,S
578,1,3,Miss,female,39.0,1,0,21.2035,,S
579,1,3,Miss,female,12.3,4,0,8.4812,,S
580,0,2,Mr,male,39.7,0,0,51.6024,,S
581,1,3,Miss,female,,0,0,18.9039,,Q
582,1,3,Mrs,female,,1,0,1.4565,G118,S
583,0,3,Master,male,,0,0,3.1773,,C
584,0,2,Mr,male,,0,0,12.4615,,S
585,1,3,Miss,female,43.7,0,2,44.7895,,C
586,1,1,Miss,female,34.5,0,0,30.488,,S
587,1,1,Mrs,female,53.4,1,1,81.2538,,C
588,1,1,Mrs,female,55.1,0,1,144.2829,,S
589,0,1,Mr,male,55.3,0,0,168.6127,,C
590,1,1,Mrs,female,22.6,0,0,62.548,,S
591,1,1,Mr,male,,0,0,27.4561,,S
592,0,3,Mr,male,21.7,0,0,11.2565,,C
593,1,1,Mr,male,39.9,1,0,138.081,E25,S
594,0,2,Mr,male,,0,1,27.7759,,S
595,0,3,Master,male,,1,2,1.7582,,S
596,0,3,Mr,male,37.8,1,0,2.3555,B74,S
597,1,3,Miss,female,8.4,0,0,23.0228,,S
598,1,1,Rev,male,31.7,0,0,21.442,,S
599,1,1,Rev,male,45.9,0,1,18.9155,,S
600,1,1,Master,male,37.7,0,0,75.0279,,S
601,1,1,Mr,male,,1,0,137.4438,D116,S
602,0,2,Mr,male,52.9,1,0,48.0479,,C
603,0,1,Mr,male,,0,0,22.7423,,S
604,0,1,Mr,male,,0,2,265.0184,,S
605,1,1,Miss,female,46.9,2,0,9.8242,B5,S
606,0,3,Col,male,46.7,3,0,7.5046,,S
607,1,1,Mr,male,37.8,0,2,105.2001,,S
608,0,2,Mr,male,27.4,0,0,6.4158,G6,S
609,1,3,Mrs,female,29.7,0,0,8.8742,,S
610,0,3,Mr,male,11.2,3,0,7.7804,,S
611,0,1,Mr,male,,0,0,12.3849,,S
612,0,3,Mr,male,,0,0,10.8188,,C
613,0,3,Master,male,10.7,0,0,6.123,,S
614,0,1,Mr,male,42.3,0,0,32.5137,,S
615,0,3,Dr,male,35.6,0,0,7.8254,,S
616,0,3,Mr,male,14.9,8,1,26.9194,,S
617,0,1,Master,male,12.2,0,1,141.3832,,C
618,0,2,Mr,male,,0,0,1.0088,,Q
619,1,3,Miss,female,23.9,0,0,19.9169,,S
620,1,3,Miss,female,56.1,0,0,4.0998,E9,S
621,1,1,Mrs,female,43.5,0,0,216.5584,,S
622,1,1,Mrs,female,36.6,0,1,26.7467,G37,C
623,0,2,Dr,male,37.3,0,0,27.5844,,Q
624,0,3,Mr,male,49.0,0,0,7.8955,,S
625,0,3,Mr,male,42.0,0,0,15.2356,,S
626,0,2,Mr,male,36.9,0,0,12.3655,A72,S
627,0,3,Miss,female,15.5,4,0,3.6414,E96,S
628,0,3,Master,male,74.1,2,0,5.4746,,S
629,1,1,Mrs,female,13.7,0,3,10.7,D21,S
630,0,2,Mr,male,,0,1,36.2961,,S
631,1,3,Dr,female,5.7,1,0,19.5008,,S
632,0,3,Mr,male,37.5,0,0,13.921,B19,S
633,0,3,Master,male,31.9,1,2,14.7141,B93,S
634,1,3,Mr,male,40.8,3,0,4.71,F58,S
635,0,1,Mr,male,4.5,0,0,78.653,,S
636,0,2,Mr,male,45.8,0,0,10.0114,,C
637,0,3,Mr,male,18.0,3,1,40.4658,,C
638,1,2,Mrs,female,27.5,0,0,22.4491,,S
639,0,2,Mr,male,,0,0,8.8161,C43,S
640,0,2,Mr,male,33.5,0,1,12.5617,,S
641,1,1,Mr,male,,0,2,65.9848,,S
642,1,2,Miss,female,41.3,1,2,11.8223,,S
643,0,1,Mr,male,35.9,1,0,27.4559,,C
644,1,2,Mr,male,24.8,8,0,23.4649,,S
645,0,1,Dr,male,27.3,0,0,124.0123,,Q
646,1,3,Mr,male,32.8,0,0,21.3467,D15,Q
647,1,3,Miss,female,,0,0,18.3415,,C
648,0,3,Col,male,44.1,0,0,4.5518,E85,S
649,0,3,Rev,male,33.9,0,1,18.3943,,S
650,0,3,Mrs,female,,4,0,18.3385,,S
651,1,1,Mr,male,,1,0,97.6179,,S
652,0,3,Mr,male,28.0,0,0,22.5356,E71,S
653,1,3,Mr,male,27.1,0,0,6.1339,,S
654,1,3,Miss,female,22.7,0,0,8.5854,,S
655,0,2,Mr,male,34.7,0,0,31.8392,,Q
656,1,1,Mrs,female,34.2,1,0,65.0207,,S
657,0,2,Mr,male,20.0,0,0,10.2356,C30,S
658,0,2,Mr,male,27.1,5,0,21.3125,B35,C
659,0,3,Mr,male,20.1,0,0,27.1889,,S
660,1,3,Miss,female,19.5,0,1,6.3196,,S
661,0,2,Mr,male,4.6,1,0,62.3238,G50,Q
662,0,3,Mrs,female,26.4,0,0,5.7709,,C
663,1,3,Mrs,female,5.0,0,1,10.109,,S
664,0,1,Mr,male,,0,0,192.0548,,C
665,0,1,Mr,male,20.8,0,2,69.8388,,S
666,0,1,Mr,male,45.0,1,1,137.5976,,C
667,0,2,Mr,male,15.0,0,0,4.3415,E28,C
668,1,1,Mrs,female,18.7,1,2,47.4485,,S
669,1,1,Mrs,female,24.2,0,0,77.9397,,S
670,1,2,Mr,male,,0,0,3.7273,G90,S
671,0,1,Mr,male,49.6,1,0,20.9804,,S
672,1,3,Miss,female,13.2,0,0,18.9768,,C
673,0,1,Mr,male,24.2,0,2,55.9924,,S
674,1,3,Miss,female,34.5,0,0,7.5905,,C
675,0,2,Rev,male,42.5,0,0,12.0738,F35,C
676,1,3,Mrs,female,24.2,0,0,35.9703,,Q
677,0,1,Mr,male,1.9,0,0,137.3979,,C
678,0,2,Rev,male,27.5,0,0,26.9492,,S
679,1,3,Master,male,49.3,0,0,10.4109,,S
680,0,3,Mr,male,33.8,4,1,2.3546,D63,S
681,0,3,Mr,male,,0,0,11.2827,,S
682,1,2,Mrs,female,14.3,1,1,13.0388,,S
683,1,1,Miss,female,12.8,0,0,11.8316,,S
684,0,3,Mr,male,30.0,0,1,37.7765,,S
685,0,3,Mr,male,9.0,1,0,21.4447,,Q
686,0,3,Mr,male,41.0,0,0,16.4821,,C
687,0,3,Mr,male,,1,0,1.7274,,S
688,0,2,Mr,male,29.3,0,1,38.2935,,S
689,0,3,Master,male,2.4,0,0,8.4516,G72,S
690,1,1,Mr,male,24.0,0,2,47.9823,,S
691,1,2,Mr,male,,0,0,23.0518,,C
692,0,2,Mr,male,0.4,1,0,19.1686,C69,S
693,0,3,Mr,male,37.6,0,0,3.0206,,S
694,1,1,Miss,female,,4,2,57.0993,D64,S
695,0,1,Rev,male,46.1,3,0,19.6851,B4,S
696,0,3,Miss,female,,0,1,3.4732,,S
697,0,2,Mr,male,23.7,0,1,23.7543,,S
698,0,3,Mr,male,41.4,1,0,11.3805,,S
699,1,1,Mrs,female,47.4,4,0,194.4327,,C
700,0,3,Miss,female,31.7,0,0,4.7988,,C
701,0,3,Mrs,female,12.5,0,0,34.4712,,S
702,0,1,Mr,male,,0,1,39.7287,,C
703,0,2,Mr,male,,1,0,11.1233,,S
704,0,1,Mrs,female,28.6,0,0,32.3972,,Q
705,0,1,Mr,male,0.4,1,1,87.4981,A16,S
706,0,3,Col,male,8.4,0,0,19.2328,,S
707,0,2,Mr,male,23.5,0,0,9.4145,,S
708,0,3,Mr,male,44.7,0,0,30.1381,,S
709,1,2,Mrs,female,25.7,0,0,6.792,A107,S
710,0,3,Mr,male,45.0,0,0,11.8004,E34,S
711,0,3,Mr,male,22.1,0,1,16.7872,,S
712,0,3,Mr,male,1.2,0,0,22.2352,D13,S
713,0,3,Master,male,,0,0,28.0769,,Q
714,0,2,Mr,male,34.7,0,0,14.2914,G27,C
715,0,2,Mr,male,,4,0,25.6098,,C
716,0,3,Mr,male,11.5,0,0,17.2382,,C
717,0,3,Miss,female,24.6,0,2,5.3643,,Q
718,0,3,Dr,male,68.6,0,0,9.5962,,S
719,1,1,Mr,male,11.8,4,0,28.1333,C31,S
720,0,3,Mrs,female,39.3,0,0,7.5936,,C
721,1,3,Miss,female,0.4,1,0,10.1269,C30,C
722,1,1,Mr,male,,1,0,102.1468,,S
723,0,1,Mr,male,,0,0,46.337,,S
724,0,3,Mr,male,,0,0,22.1056,,S
725,0,3,Mrs,female,11.0,0,0,2.9814,,Q
726,1,3,Mrs,female,33.9,0,0,7.9414,A32,S
727,1,1,Miss,female,16.5,0,0,42.4999,,Q
728,0,3,Master,male,19.3,1,2,21.3729,,C
729,1,1,Miss,female,36.1,0,0,53.8295,,S
730,1,1,Mr,male,,1,0,45.5111,,S
731,0,1,Mr,male,35.2,0,0,21.9072,A32,S
732,0,3,Mr,male,26.9,1,0,17.7632,,S
733,1,3,Miss,female,30.7,0,0,2.0642,B86,S
734,1,3,Mr,male,36.2,0,0,18.2438,,C
735,1,2,Mrs,female,,0,0,15.4254,,S
736,0,3,Mr,male,,3,0,7.109,B64,S
737,0,2,Mr,male,22.0,0,0,12.734,,S
738,0,3,Mr,male,47.0,0,0,8.7518,,Q
739,0,2,Rev,male,31.4,0,0,13.0349,,S
740,1,2,Mrs,female,17.4,0,0,1.7335,,C
741,0,3,Mr,male,35.5,0,0,22.6136,D96,S
742,1,2,Miss,female,36.5,0,0,6.0778,,S
743,0,3,Miss,female,37.2,0,0,4.4875,B87,S
744,1,3,Mrs,female,15.5,0,0,9.0694,,S
745,0,1,Mr,male,19.8,0,1,119.5259,,S
746,1,3,Master,male,19.9,0,0,13.6311,,S
747,0,2,Mr,male,,1,0,7.0574,,S
748,0,3,Mrs,female,37.5,0,0,28.8885,G36,S
749,0,3,Mrs,female,34.0,0,2,9.5021,,S
750,0,3,Master,male,35.1,0,0,36.2232,,C
751,1,1,Mrs,female,49.3,4,0,96.2584,G58,S
752,0,3,Mr,male,,3,0,16.1027,D39,S
753,0,3,Mr,male,27.6,1,0,5.8009,,Q
754,1,2,Mr,male,12.5,0,0,2.8575,F77,C
755,1,1,Miss,female,19.3,0,0,31.0305,,Q
756,0,3,Mr,male,25.9,0,2,20.0028,,S
757,0,3,Mrs,female,41.7,0,2,13.0217,,C
758,0,3,Miss,female,29.3,0,0,3.4661,,S
759,0,3,Miss,female,20.2,1,0,35.573,,S
760,0,3,Master,male,19.1,1,2,11.8411,,C
761,1,1,Mr,male,28.7,1,0,82.0809,,S
762,0,2,Master,male,42.6,0,0,25.9599,,S
763,0,2,Mr,male,52.8,1,0,9.5027,F16,S
764,0,3,Mr,male,26.7,0,0,27.249,G18,C
765,1,1,Miss,female,29.1,0,0,14.562,,S
766,0,3,Mr,male,12.1,1,0,17.444,,S
767,0,3,Col,male,57.8,0,0,51.764,,S
768,0,3,Master,male,9.4,0,0,1.6066,,S
769,0,2,Mr,male,46.7,0,0,4.409,,Q
770,0,3,Mr,male,24.4,1,0,21.2773,,S
771,1,1,Mr,male,,1,1,11.7078,,S
772,0,3,Mrs,female,13.6,0,0,16.4229,,Q
773,0,1,Mr,male,64.6,1,0,70.7294,,S
774,0,2,Mrs,female,32.9,0,2,26.1192,,S
775,1,3,Miss,female,30.0,0,2,6.5033,,C
776,0,1,Mr,male,42.6,1,0,58.7212,,S
777,1,1,Miss,female,20.3,1,0,73.8908,,S
778,0,3,Mr,male,29.7,5,0,21.0496,,S
779,0,3,Miss,female,30.5,0,1,4.5839,,C
780,0,3,Master,male,22.3,0,2,7.3382,,C
781,1,3,Mrs,female,47.1,0,1,7.5848,D8,Q
782,1,3,Mrs,female,26.5,2,0,25.5499,A118,C
783,1,2,Miss,female,7.2,0,0,3.6963,,C
784,1,2,Miss,female,,1,0,47.6966,,C
785,0,1,Mr,male,33.3,0,0,109.2201,,S
786,0,3,Master,male,16.7,0,0,15.5813,,S
787,0,3,Rev,male,17.9,0,0,4.752,,C
788,1,2,Mr,male,21.8,0,0,27.4964,,S
789,1,3,Miss,female,47.4,0,0,10.2095,,S
790,0,3,Mr,male,22.6,1,0,12.5076,F111,S
791,1,1,Mrs,female,,0,0,204.7461,F103,S
792,0,3,Mr,male,20.8,0,0,9.4019,,S
793,1,3,Miss,female,34.4,0,0,29.0721,,C
794,0,3,Mr,male,23.2,0,0,8.665,,Q
795,0,1,Mrs,female,,0,0,26.022,,C
796,1,3,Miss,female,13.5,0,4,3.3622,C114,C
797,0,3,Mr,male,,0,0,13.4588,,S
798,0,3,Mr,male,31.4,0,0,19.1228,,S
799,1,3,Mrs,female,20.4,0,0,17.4739,,S
800,0,3,Mr,male,27.3,0,0,23.3065,A110,S
801,0,3,Mr,male,51.9,0,1,15.9985,G45,S
802,0,1,Mr,male,31.7,0,0,18.67,,S
803,0,3,Master,male,19.5,0,1,13.464,,S
804,0,3,Mr,male,12.2,2,0,6.558,,S
805,0,2,Mr,male,37.0,1,1,17.8221,,Q
806,0,3,Mr,male,,1,0,8.4698,B68,S
807,0,3,Mr,male,39.8,0,1,7.5086,,S
808,0,3,Mrs,female,8.5,1,0,8.8857,D50,S
809,0,3,Mr,male,12.7,1,0,31.2088,,S
810,1,1,Dr,female,46.3,1,0,7.504,G95,S
811,0,3,Mr,male,34.5,0,2,3.5727,,S
812,0,3,Mr,male,37.4,0,0,4.0003,F10,S
813,0,1,Mr,male,15.7,1,0,51.1007,,Q
814,0,3,Mr,male,,0,1,16.6551,,S
815,0,3,Mr,male,44.1,0,0,7.8867,G105,C
816,0,3,Mr,male,44.8,0,0,18.1796,,C
817,0,3,Master,male,13.9,0,0,22.2766,,S
818,0,2,Mr,male,,0,0,3.04,G108,S
819,1,1,Miss,female,28.1,0,2,132.7451,,S
820,0,2,Mr,male,18.1,0,1,28.101,,S
821,0,3,Mr,male,17.8,0,0,24.519,,S
822,1,1,Mrs,female,11.6,0,4,61.9169,G58,C
823,0,2,Mr,male,22.9,0,0,19.0973,,S
824,0,2,Dr,male,13.0,0,0,28.437,,Q
825,1,3,Miss,female,13.8,1,0,11.9474,,C
826,0,3,Mr,male,34.0,1,0,2.2367,,Q
827,1,2,Miss,female,,0,0,6.3861,,S
828,1,2,Miss,female,36.7,0,2,15.3885,,Q
829,0,3,Mr,male,5.8,0,1,30.6886,,S
830,0,3,Dr,male,29.8,1,0,15.4245,,S
831,0,1,Mr,male,59.8,0,0,34.1975,,C
832,0,3,Master,male,24.3,0,0,5.9946,,S
833,0,1,Mr,male,,0,2,38.3372,,S
834,1,1,Miss,female,,0,1,52.7108,,S
835,0,3,Mr,male,42.2,1,0,9.1323,,S
836,0,2,Mr,male,32.1,1,1,13.0791,,S
837,0,3,Miss,female,37.9,0,0,8.8429,,S
838,1,2,Mrs,female,39.8,0,0,3.5006,,S
839,0,3,Mr,male,,0,0,2.3669,,S
840,0,3,Mr,male,13.5,0,0,6.9352,,Q
841,0,1,Dr,male,4.9,0,0,21.9787,,S
842,0,3,Mr,male,,0,0,8.7651,,C
843,0,1,Mr,male,25.8,0,0,112.3524,D50,Q
844,1,3,Mr,male,38.3,0,0,23.9132,,S
845,1,1,Miss,female,13.7,2,0,111.8159,,S
846,0,2,Mr,male,43.1,0,0,16.1,,S
847,0,1,Mr,male,22.4,1,0,98.6356,,S
848,0,3,Master,male,22.6,1,2,10.3686,,S
849,0,3,Mr,male,17.6,0,0,9.1232,,S
850,0,3,Mrs,female,,1,0,16.238,D3,S
851,1,1,Miss,female,33.0,0,0,50.2987,,S
852,1,3,Miss,female,54.5,0,1,2.339,,S
853,1,1,Mr,male,28.8,0,5,48.5298,,Q
854,0,3,Mr,male,2.9,8,0,1.9336,,S
855,1,1,Master,male,41.0,0,0,46.337,,Q
856,1,1,Mr,male,6.1,0,2,84.4038,,Q
857,1,1,Mr,male,,2,0,78.2276,,S
858,0,3,Miss,female,26.2,0,0,10.6682,,S
859,0,3,Mr,male,31.5,1,0,9.1912,E94,C
860,0,1,Mr,male,,1,0,80.0396,,C
861,0,3,Mr,male,25.7,1,0,16.1501,F21,S
862,0,3,Master,male,40.1,4,0,7.5985,,Q
863,0,3,Mr,male,42.1,4,0,3.54,,S
864,1,2,Miss,female,47.8,0,2,247.52,E102,S
865,0,2,Miss,female,57.4,1,0,6.2389,,S
866,1,3,Mrs,female,41.4,0,1,4.8187,D25,S
867,0,1,Mr,male,26.6,0,0,121.1747,,S
868,0,1,Col,male,42.2,0,0,80.3111,,S
869,0,3,Mr,male,36.5,0,0,27.3547,,S
870,0,3,Col,male,,4,2,21.8251,,S
871,1,2,Mrs,female,,1,1,16.1636,B26,C
872,0,2,Mr,male,16.5,0,0,30.2334,B57,C
873,0,3,Mr,male,14.8,0,1,3.92,,S
874,0,2,Mr,male,28.3,0,0,14.0297,,S
875,1,1,Mr,male,31.9,1,2,67.6526,,S
876,1,1,Miss,female,19.8,1,0,50.8467,,S
877,0,3,Master,male,35.8,0,2,19.1411,,S
878,0,3,Mr,male,59.9,0,0,13.6633,,S
879,0,1,Mr,male,4.4,0,0,82.1599,,C
880,1,1,Mr,male,38.1,0,0,183.0469,,Q
881,1,1,Miss,female,28.7,2,0,66.1029,B87,S
882,0,3,Mrs,female,,0,0,22.7197,F103,C
883,1,1,Mrs,female,23.5,0,0,142.6294,,S
884,1,1,Miss,female,27.6,0,0,107.45,C31,S
885,0,3,Mr,male,,0,0,28.9729,,S
886,1,1,Mrs,female,25.3,4,0,73.6333,,S
887,0,3,Mr,male,7.7,0,0,13.7964,,S
888,0,1,Mr,male,26.3,0,2,38.4964,,C
889,1,1,Miss,female,9.2,0,0,47.5688,B27,C
890,0,2,Mr,male,39.2,1,0,19.9493,,C
891,0,3,Mrs,female,,0,0,8.3528,F85,C
