PassengerId,Survived,Pclass,Title,Sex,Age,SibSp,Parch,Fare,Embarked,CabinKnown,Fare_capped,Age_norm,Age_z,Fare_capped_norm,Fare_capped_z,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S
177,0,3,Dr,male,29.75,0,0,19.9386,S,1,19.9386,0.3982360922659431,0.0026782705169410845,0.2652603059573947,-0.25150020714079174,0,0,0,1
178,0,2,Mr,male,41.6,1,0,23.4238,S,0,23.4238,0.5590230664857532,0.9612585251795215,0.3125441989147036,-0.10222059050166071,0,0,0,1
179,0,3,Mr,male,26.0,0,0,14.8787,S,0,14.8787,0.3473541383989146,-0.30066991133830584,0.19661237471250567,-0.4682280655800031,0,0,0,1
180,0,1,Mr,male,46.1,1,1,38.6472,C,1,38.6472,0.6200814111261874,1.325276343405818,0.5190808728634859,0.5498347624032366,0,1,0,0
181,1,2,Mr,male,14.3,0,0,7.3703,S,0,7.3703,0.18860244233378565,-1.2471162387266763,0.09474551430832281,-0.7898311510767471,0,0,0,1
182,0,1,Mr,male,12.3,1,0,82.4772,S,0,74.094775,0.16146540027137046,-1.4089019357161412,1.0,2.0681408586923586,0,0,0,1
183,0,3,Mr,male,29.75,0,0,19.5971,S,0,19.5971,0.3982360922659431,0.0026782705169410845,0.26062715737340497,-0.2661274850824488,0,0,0,1
184,1,3,Miss,female,38.1,0,0,39.7352,S,0,39.7352,0.5115332428765266,0.6781335554479577,0.533841826478071,0.5964364561090139,1,0,0,1
185,0,2,Mr,male,23.0,0,0,37.3331,S,0,37.3331,0.30664857530529177,-0.5433484568225034,0.5012524085758698,0.4935486542242277,0,0,0,1
186,0,3,Mr,male,13.2,0,0,27.7673,S,0,27.7673,0.17367706919945727,-1.3360983720708821,0.3714726934229301,0.08382210858937159,0,0,0,1
187,1,3,Miss,female,30.2,0,2,22.8128,C,0,22.8128,0.4043419267299865,0.03908005233957066,0.304254729559454,-0.1283912107720926,1,1,0,0
188,0,3,Mr,male,29.75,0,0,10.0904,C,0,10.0904,0.3982360922659431,0.0026782705169410845,0.1316492550500811,-0.6733226335683973,0,1,0,0
189,1,3,Miss,female,21.0,0,1,5.3625,S,0,5.3625,0.2795115332428766,-0.7051341538119684,0.06750558538611323,-0.8758301222370958,1,0,0,1
190,1,1,Miss,female,33.0,0,6,8.1983,S,0,8.1983,0.4423337856173678,0.2655800281248218,0.10597903415471663,-0.7543658915286005,1,0,0,1
191,0,1,Master,male,55.8,0,0,56.5086,S,0,56.5086,0.7516960651289011,2.109936973804723,0.7614074325064554,1.3148820895690165,0,0,0,1
192,0,3,Mr,male,35.3,1,0,22.114,S,0,22.114,0.47354138398914525,0.45163357966270634,0.2947740729547922,-0.1583225191926781,0,0,0,1
193,1,3,Mrs,female,30.2,0,0,6.9887,C,0,6.9887,0.4043419267299865,0.03908005233957066,0.08956832690085434,-0.8061760098250235,1,1,0,0
194,0,3,Miss,female,30.2,0,2,12.176,S,0,12.176,0.4043419267299865,0.03908005233957066,0.15994470069215713,-0.583991298648573,1,0,0,1
195,0,2,Mr,male,37.9,0,2,10.5135,C,0,10.5135,0.5088195386702851,0.661954985749011,0.1373894751551647,-0.655200228598807,0,1,0,0
196,0,2,Mr,male,31.2,0,0,23.3323,S,0,23.3323,0.4179104477611941,0.11997290083430318,0.31130281356935935,-0.10613975867636531,0,0,0,1
197,0,3,Col,male,29.75,2,1,9.0038,S,0,9.0038,0.3982360922659431,0.0026782705169410845,0.11690729530963237,-0.7198643618594796,0,0,0,1
198,0,3,Miss,female,41.2,0,0,0.3868,S,1,0.3868,0.5535956580732702,0.9289013857816286,0.0,-1.0889514893067975,1,0,0,1
199,0,3,Mr,male,43.8,4,2,3.3796,Q,0,3.3796,0.5888738127544099,1.1392227918679327,0.04060347608247276,-0.9607625656646561,0,0,1,0
200,0,3,Mrs,female,41.3,0,2,17.7944,S,0,17.7944,0.5549525101763908,0.9369906706311014,0.23616983101218011,-0.3433415229899898,1,0,0,1
201,1,3,Mrs,female,30.2,1,0,1.0376,S,0,1.0376,0.4043419267299865,0.03908005233957066,0.00882943806284191,-1.0610761379614668,1,0,0,1
202,0,1,Mr,male,15.8,0,0,72.3811,S,1,72.3811,0.20895522388059706,-1.1257769659845775,0.9767504805280569,1.9947399786728297,0,0,0,1
203,0,1,Rev,male,0.4,1,0,107.8761,Q,0,74.094775,0.0,-2.3715268328034584,1.0,2.0681408586923586,0,0,1,0
204,0,3,Mr,male,32.0,0,0,3.0628,S,0,3.0628,0.4287652645861602,0.18468717963008924,0.03630543370646121,-0.9743318823613383,0,0,0,1
205,0,3,Rev,male,45.4,0,1,22.2522,S,0,22.2522,0.610583446404342,1.2686513494595049,0.2966490396731154,-0.15240307611350687,0,0,0,1
206,0,1,Master,male,44.1,0,0,177.7012,S,0,74.094775,0.5929443690637721,1.1634906464163528,1.0,2.0681408586923586,0,0,0,1
207,0,1,Mr,male,41.5,0,0,22.8313,C,1,22.8313,0.5576662143826324,0.9531692403300481,0.30450572003911375,-0.12759881064933812,0,1,0,0
208,0,3,Miss,female,28.6,2,0,6.7161,C,0,6.7161,0.38263229308005436,-0.0903485052520012,0.08586994826543531,-0.8178521327149083,1,1,0,0
209,1,1,Mr,male,45.5,0,2,78.2968,S,0,74.094775,0.6119402985074628,1.2767406343089782,1.0,2.0681408586923586,0,0,0,1
210,0,1,Mr,male,43.1,0,0,195.8585,S,0,74.094775,0.5793758480325646,1.0825977979216204,1.0,2.0681408586923586,0,0,0,1
211,1,3,Mrs,female,30.2,1,0,8.1728,S,1,8.1728,0.4043419267299865,0.03908005233957066,0.1056330743043748,-0.7554581187248297,1,0,0,1
212,1,3,Miss,female,39.5,0,0,19.2042,S,0,19.2042,0.5305291723202172,0.7913835433405831,0.2552966622675497,-0.2829563503921914,1,0,0,1
213,0,3,Mrs,female,21.9,3,3,11.9555,S,0,11.9555,0.2917232021709634,-0.6323305901667093,0.15695316551567182,-0.593435851463025,1,0,0,1
214,1,1,Miss,female,37.5,1,1,41.1582,S,1,41.1582,0.503392130257802,0.6295978463511182,0.5531477428324411,0.6573870169025073,1,0,0,1
215,1,3,Master,male,10.9,0,0,1.8563,S,1,1.8563,0.1424694708276798,-1.522151923608767,0.019936784316758126,-1.0260092200966509,0,0,0,1
216,0,1,Mr,male,30.799999999999997,1,0,35.4812,S,1,35.4812,0.41248303934871106,0.08761576143640999,0.47612758320927956,0.41422726031455054,0,0,0,1
217,1,2,Mrs,female,45.0,0,0,8.7307,C,1,8.7307,0.605156037991859,1.2362942100616119,0.11320213314773606,-0.7315619009688984,1,1,0,0
218,1,3,Miss,female,30.2,0,0,35.8122,S,1,35.8122,0.4043419267299865,0.03908005233957066,0.48061827773724614,0.4284047976459954,1,0,0,1
219,0,3,Mr,male,38.9,0,0,20.7907,S,0,20.7907,0.5223880597014926,0.7428478342437435,0.2768207917799939,-0.21500268581111093,0,0,0,1
220,1,3,Mrs,female,31.0,0,2,8.077,S,1,8.077,0.4151967435549526,0.10379433113535673,0.10433335063132584,-0.7595614663875258,1,0,0,1
221,0,3,Mr,male,0.4,1,0,12.406,S,1,12.406,0.0,-2.3715268328034584,0.16306512287171096,-0.5741398376629767,0,0,0,1
222,0,3,Mr,male,28.6,2,1,6.3564,S,0,6.3564,0.38263229308005436,-0.0903485052520012,0.0809898793176722,-0.8332589610475996,0,0,0,1
223,0,1,Mr,male,36.3,0,0,159.83,C,0,74.094775,0.48710990502035284,0.5325264281574389,1.0,2.0681408586923586,0,1,0,0
224,0,2,Mr,male,21.9,0,0,9.7552,S,1,9.7552,0.2917232021709634,-0.6323305901667093,0.12710157889970522,-0.6876800671439273,0,0,0,1
225,0,2,Mr,male,19.4,3,0,8.7581,S,0,8.7581,0.2578018995929444,-0.8345627114035405,0.1135738703986916,-0.7303882921384404,0,0,0,1
226,0,2,Mr,male,50.6,0,0,17.4741,S,1,17.4741,0.6811397557666216,1.6892941616321142,0.23182430395082754,-0.3570607532234093,0,0,0,1
227,1,3,Miss,female,28.8,0,0,3.0053,S,0,3.0053,0.38534599728629587,-0.07416993555305475,0.03552532816157274,-0.9767947476077372,1,0,0,1
228,0,2,Mr,male,36.3,0,0,14.4505,S,0,14.4505,0.48710990502035284,0.5325264281574389,0.1908029626373537,-0.4865689159888394,0,0,0,1
229,0,3,Mr,male,40.9,1,0,6.6023,S,0,6.6023,0.5495251017639078,0.9046335312332086,0.08432601763920389,-0.8227264642808251,0,0,0,1
230,1,3,Mrs,female,15.2,0,0,15.9793,S,0,15.9793,0.20081411126187249,-1.174312675081417,0.21154427319431854,-0.42108668314197156,1,0,0,1
231,0,3,Miss,female,32.5,1,0,27.1787,S,0,27.1787,0.435549525101764,0.2251336038774555,0.3634871260538632,0.05861093495405869,1,0,0,1
232,1,3,Mrs,female,48.8,1,5,11.1497,S,0,11.1497,0.6567164179104479,1.5436870343415954,0.1460208342448697,-0.6279502308638664,1,0,0,1
233,1,3,Miss,female,56.1,0,0,12.4804,S,0,12.4804,0.7557666214382633,2.134204828353143,0.16407451161153186,-0.5709531041963317,1,0,0,1
234,1,3,Miss,female,30.3,0,1,18.1248,S,0,18.1248,0.4056987788331073,0.04716933718904403,0.24065238530837402,-0.3291896851219854,1,0,0,1
235,0,1,Mr,male,26.2,1,0,13.6597,S,0,13.6597,0.3500678426051561,-0.2844913416393594,0.1800741371608703,-0.5204408088036634,0,0,0,1
236,0,3,Mr,male,33.6,0,1,7.4627,C,0,7.4627,0.4504748982360924,0.3141157372216614,0.09599911000132617,-0.7858734337068813,0,1,0,0
237,0,2,Mr,male,33.2,1,0,28.8931,S,1,28.8931,0.44504748982360937,0.2817585978237685,0.38674648163919845,0.13204286849191205,0,0,0,1
238,1,1,Mr,male,49.8,2,1,150.8152,C,0,74.094775,0.6702849389416554,1.6245798828363278,1.0,2.0681408586923586,0,1,0,0
239,1,3,Mr,male,29.75,0,0,18.1442,S,0,18.1442,0.3982360922659431,0.0026782705169410845,0.24091558613569292,-0.3283587358040698,0,0,0,1
240,1,1,Mrs,female,25.6,1,0,182.1832,C,0,74.094775,0.3419267299864316,-0.33302705073619876,1.0,2.0681408586923586,1,1,0,0
241,1,3,Mr,male,29.75,1,0,6.0379,S,0,6.0379,0.3982360922659431,0.0026782705169410845,0.07666877295163785,-0.846901092890697,0,0,0,1
242,0,3,Mr,male,15.0,1,0,23.481,S,0,23.481,0.19810040705563095,-1.1904912447803635,0.31332023434370565,-0.09977057498698191,0,0,0,1
243,0,3,Mr,male,35.2,0,0,11.0849,S,0,11.0849,0.47218453188602455,0.44354429481323354,0.14514168921341278,-0.6307257729154604,0,0,0,1
244,1,2,Mrs,female,41.4,0,0,2.4923,S,1,2.4923,0.5563093622795117,0.9450799554805748,0.028565429995872225,-0.9987677888495238,1,0,0,1
245,1,1,Mr,male,20.3,0,0,94.0561,Q,1,74.094775,0.27001356852103126,-0.7617591477582811,1.0,2.0681408586923586,0,0,1,0
246,0,3,Miss,female,40.9,0,1,9.3152,S,1,9.3152,0.5495251017639078,0.9046335312332086,0.12113207559968919,-0.7065263403337636,1,0,0,1
247,0,2,Mr,male,45.8,0,0,60.5888,Q,0,60.5888,0.616010854816825,1.3010084888573978,0.8167637219717404,1.4896470074534944,0,0,1,0
248,0,3,Mr,male,57.8,1,0,13.5593,S,0,13.5593,0.7788331071913163,2.2717226707941878,0.1787120050442303,-0.5247411856860715,0,0,0,1
249,0,3,Mr,male,29.75,0,0,8.0181,S,0,8.0181,0.3982360922659431,0.0026782705169410845,0.10353425121230098,-0.7620842970486198,0,0,0,1
250,1,3,Miss,female,30.2,0,0,12.2405,S,0,12.2405,0.4043419267299865,0.03908005233957066,0.16081977560772767,-0.5812286063286992,1,0,0,1
251,0,2,Mr,male,15.2,0,0,11.598,S,1,11.598,0.20081411126187249,-1.174312675081417,0.15210294408440878,-0.608748448429767,0,0,0,1
252,0,2,Miss,female,13.7,1,0,6.1649,Q,0,6.1649,0.18046132971506107,-1.2956519478235158,0.07839178867686977,-0.8414613731290852,1,0,1,0
253,0,3,Mr,male,47.8,0,2,11.4616,S,0,11.4616,0.6431478968792402,1.4627941858468627,0.1502523980614038,-0.6145907931186164,0,0,0,1
254,0,2,Mr,male,7.7,0,1,8.5763,S,0,8.5763,0.09905020352781548,-1.781009038791911,0.1111073801715486,-0.7381752295609684,0,0,0,1
255,1,1,Mrs,female,47.4,0,1,126.3928,Q,1,74.094775,0.6377204884667572,1.43043704644897,1.0,2.0681408586923586,1,0,1,0
256,1,3,Miss,female,17.1,1,0,40.4893,S,1,40.4893,0.22659430122116697,-1.020616262941425,0.5440727411111212,0.6287363984100494,1,0,0,1
257,1,3,Miss,female,19.8,0,1,8.3494,S,0,8.3494,0.2632293080054275,-0.8022055720056475,0.10802901585615395,-0.7478939099854545,1,0,0,1
258,1,3,Mrs,female,27.5,0,0,30.5364,S,1,30.5364,0.367706919945726,-0.17933063859620707,0.4090412197594629,0.20242941561204408,1,0,0,1
259,0,3,Miss,female,19.5,4,0,2.5555,S,0,2.5555,0.25915875169606517,-0.8264734265540672,0.029422867742601798,-0.9960607787004383,1,0,0,1
260,1,1,Mrs,female,43.2,1,0,135.2588,S,1,74.094775,0.5807327001356853,1.0906870827710937,1.0,2.0681408586923586,1,0,0,1
261,1,3,Mrs,female,56.0,3,0,13.4987,S,1,13.4987,0.7544097693351426,2.1261155435036696,0.17788984163518262,-0.5273368314935809,1,0,0,1
262,1,3,Miss,female,20.2,0,0,16.4299,S,1,16.4299,0.2686567164179105,-0.7698484326077545,0.21765758725565312,-0.4017863860980164,1,0,0,1
263,1,1,Miss,female,23.4,0,0,153.9227,S,0,74.094775,0.3120759837177748,-0.5109913174246106,1.0,2.0681408586923586,1,0,0,1
264,0,3,Mr,male,27.3,1,0,14.4635,S,0,14.4635,0.36499321573948446,-0.19550920829515353,0.19097933432576325,-0.4860120942809578,0,0,0,1
265,1,3,Mrs,female,37.5,0,0,2.8137,Q,0,2.8137,0.503392130257802,0.6295978463511182,0.032925880815474845,-0.9850014429331296,1,0,1,0
266,0,3,Mr,male,27.5,1,0,18.6047,S,0,18.6047,0.367706919945726,-0.17933063859620707,0.2471632140212779,-0.3086343976133434,0,0,0,1
267,1,3,Miss,female,49.8,0,0,16.2545,S,1,16.2545,0.6702849389416554,1.6245798828363278,0.21527792616741948,-0.4092991959105103,1,0,0,1
268,1,3,Miss,female,46.3,0,0,8.762,S,0,8.762,0.6227951153324288,1.341454913104764,0.11362678190521447,-0.730221245626076,1,0,0,1
269,0,2,Mr,male,30.05,0,0,15.06,S,0,15.06,0.4023066485753054,0.0269461250653609,0.19907208141317137,-0.46046254437700923,0,0,0,1
270,1,2,Mrs,female,30.65,0,1,29.6363,S,0,29.6363,0.4104477611940299,0.07548183416220024,0.3968295153950437,0.1638759372071083,1,0,0,1
271,0,3,Rev,male,51.7,0,0,13.1013,C,0,13.1013,0.69606512890095,1.77827629497632,0.17249829479103176,-0.5443584427791285,0,1,0,0
272,1,3,Mr,male,22.5,0,0,8.1183,C,0,8.1183,0.299864314789688,-0.5837948810698697,0.10489366991835007,-0.7577924866540252,0,1,0,0
273,0,3,Mrs,female,30.2,4,0,12.2551,S,0,12.2551,0.4043419267299865,0.03908005233957066,0.16101785458086457,-0.5806032527183093,1,0,0,1
274,0,3,Mr,male,22.0,0,0,4.4228,S,0,4.4228,0.2930800542740842,-0.6242413053172359,0.0547566257246926,-0.9160797652291168,0,0,0,1
275,1,3,Miss,female,22.3,0,1,5.8258,S,0,5.8258,0.2971506105834465,-0.5999734507688161,0.07379120101997104,-0.8559858532169794,1,0,0,1
276,1,3,Mrs,female,5.5,1,0,11.115,S,1,11.115,0.06919945725915876,-1.9589733054803224,0.1455500575073457,-0.6294365164995193,1,0,0,1
277,0,3,Mr,male,10.4,0,0,10.667,S,0,10.667,0.135685210312076,-1.5625983478561332,0.139472017783693,-0.6486254492018981,0,0,0,1
278,0,3,Mr,male,30.8,0,1,13.0046,C,1,13.0046,0.41248303934871106,0.08761576143641028,0.1711863607703237,-0.5485003396369857,0,1,0,0
279,0,3,Mr,male,51.6,1,0,10.9627,S,0,10.9627,0.6947082767978292,1.7701870101268466,0.14348379534236289,-0.6359598969695468,0,0,0,1
280,0,3,Mr,male,29.75,0,0,3.5409,Q,0,3.5409,0.3982360922659431,0.0026782705169410845,0.04279184172404682,-0.9538536932430183,0,0,1,0
281,0,3,Miss,female,30.2,1,0,30.2411,S,0,30.2411,0.4043419267299865,0.03908005233957066,0.40503486902197483,0.18978099635531975,1,0,0,1
282,0,2,Mr,male,54.4,1,0,36.7033,S,0,36.7033,0.7327001356852104,1.9966869859120975,0.4927078786250741,0.46657278409932096,0,0,0,1
283,0,2,Mr,male,30.05,4,0,22.3411,S,0,22.3411,0.4023066485753054,0.0269461250653609,0.2978551506807777,-0.14859527228037847,0,0,0,1
284,1,1,Rev,male,5.6,0,0,47.5651,S,0,47.5651,0.07055630936227951,-1.950884020630849,0.640070494407152,0.9318101707660587,0,0,0,1
285,0,3,Mr,male,17.7,0,5,22.0614,S,0,22.0614,0.2347354138398915,-0.9720805538445858,0.29406044596938113,-0.16057550548764496,0,0,0,1
286,1,1,Miss,female,20.1,0,0,125.2598,S,0,74.094775,0.26729986431478975,-0.7779377174572276,1.0,2.0681408586923586,1,0,0,1
287,0,3,Mr,male,29.75,0,0,27.6932,S,0,27.6932,0.3982360922659431,0.0026782705169410845,0.3704673747989956,0.08064822485444696,0,0,0,1
288,1,3,Miss,female,27.8,1,0,17.3488,S,0,17.3488,0.3717774762550883,-0.15506278404778726,0.23012435221561844,-0.36242765783860587,1,0,0,1
289,0,2,Mr,male,43.5,0,2,13.2978,S,1,13.2978,0.5848032564450476,1.1149549373195131,0.17516422069660711,-0.5359418685023039,0,0,0,1
290,1,3,Miss,female,11.1,0,1,16.8971,C,1,16.8971,0.1451831750339213,-1.5059733539098203,0.22399611439603376,-0.3817750705655357,1,1,0,0
291,0,1,Mr,male,30.799999999999997,1,0,8.8571,S,0,8.8571,0.41248303934871106,0.08761576143640999,0.11491700864119522,-0.7261478806707273,0,0,0,1
292,1,1,Mr,male,35.4,0,0,50.6871,C,0,50.6871,0.474898236092266,0.4597228645121797,0.6824268337313567,1.0655330455357612,0,1,0,0
293,0,3,Miss,female,28.5,0,0,35.3099,S,1,35.3099,0.3812754409769336,-0.09843779010147456,0.47380354703815963,0.4068900635022346,1,0,0,1
294,1,2,Mr,male,32.4,0,0,5.5224,S,0,5.5224,0.4341926729986432,0.21704431902798213,0.06967495715355089,-0.8689812152301529,0,0,0,1
295,1,1,Mrs,female,32.6,1,0,12.7003,S,1,12.7003,0.4369063772048848,0.23322288872692887,0.16705790655624442,-0.5615342508453203,1,0,0,1
296,1,3,Mrs,female,30.2,0,0,8.9846,S,0,8.9846,0.4043419267299865,0.03908005233957066,0.11664680789290441,-0.7206867446895815,1,0,0,1
297,1,3,Mr,male,29.75,1,0,9.143,S,1,9.143,0.3982360922659431,0.0026782705169410845,0.11879582908091019,-0.7139020863412404,0,0,0,1
298,1,1,Rev,male,47.8,0,2,129.052,S,0,74.094775,0.6431478968792402,1.4627941858468627,1.0,2.0681408586923586,0,0,0,1
299,1,3,Miss,female,47.0,1,0,13.7469,S,1,13.7469,0.6322930800542742,1.398079907051077,0.18125718417850986,-0.5167058201169504,1,0,0,1
300,0,1,Mr,male,44.4,1,2,69.4675,S,0,69.4675,0.5970149253731344,1.1877585009647724,0.937221515039587,1.8699433842048587,0,0,0,1
301,0,1,Mr,male,6.9,0,0,14.419,S,0,14.419,0.0881953867028494,-1.845723317587697,0.19037560046928437,-0.48791813781947535,0,0,0,1
302,0,3,Mr,male,29.75,0,0,11.476,S,0,11.476,0.3982360922659431,0.0026782705169410845,0.1504477636239498,-0.6139740059960399,0,0,0,1
303,0,3,Col,male,39.2,0,0,6.1081,S,0,6.1081,0.526458616010855,0.7671156887921636,0.07762118006904951,-0.8438942556681367,0,0,0,1
304,0,3,Mr,male,7.4,1,0,19.0817,S,1,19.0817,0.0949796472184532,-1.8052768933403307,0.25363469828061347,-0.28820332417799804,0,0,0,1
305,1,3,Mrs,female,26.6,0,0,11.7433,C,0,11.7433,0.3554952510176392,-0.2521342022414662,0.15407423687870953,-0.6025248950332144,1,1,0,0
306,0,3,Miss,female,33.7,0,0,0.6422,S,1,0.6422,0.45183175033921313,0.3222050220711348,0.0034650253246002213,-1.078012084368879,1,0,0,1
307,0,3,Miss,female,53.8,0,0,26.9132,S,0,26.9132,0.7245590230664859,1.9481512768152578,0.3598850734944217,0.047238922381555186,1,0,0,1
308,1,2,Miss,female,40.2,0,0,6.4274,S,1,6.4274,0.5400271370420625,0.8480085372868961,0.08195314007744751,-0.8302178578737851,1,0,0,1
309,0,3,Mr,male,17.2,0,1,12.5185,S,0,12.5185,0.2279511533242877,-1.0125269780919521,0.16459141632910143,-0.5693211882678482,0,0,0,1
310,0,2,Miss,female,54.3,0,0,15.3057,S,1,15.3057,0.7313432835820897,1.9885977010626241,0.20240550632411214,-0.44993861409804836,1,0,0,1
311,0,2,Mr,male,30.3,0,0,24.93,S,1,24.93,0.4056987788331073,0.04716933718904403,0.33297889407489484,-0.03770637077772543,0,0,0,1
312,0,1,Mr,male,26.0,1,0,43.2363,S,0,43.2363,0.3473541383989146,-0.30066991133830584,0.5813414355773577,0.7463971085293232,0,0,0,1
313,0,1,Master,male,30.799999999999997,0,2,37.1928,S,1,37.1928,0.41248303934871106,0.08761576143640999,0.4993489510463419,0.48753926302301387,0,0,0,1
314,0,3,Master,male,6.2,0,0,9.6359,S,1,9.6359,0.07869742198100409,-1.9023483115340099,0.1254830294822236,-0.692789977124717,0,0,0,1
315,1,3,Miss,female,28.1,3,0,29.1604,C,0,29.1604,0.3758480325644506,-0.13079492949936747,0.3903729548939582,0.1434919794547376,1,1,0,0
316,1,3,Miss,female,36.9,1,0,3.8269,S,0,3.8269,0.4952510176390774,0.5810621372542785,0.046672018869057245,-0.9416036156696248,1,0,0,1
317,0,2,Mr,male,24.1,2,0,17.6271,S,0,17.6271,0.32157394843962017,-0.45436632347829753,0.23390006305287855,-0.3505073900460345,0,0,0,1
318,0,1,Mr,male,35.8,0,3,86.7979,S,1,74.094775,0.480325644504749,0.49208000391007256,1.0,2.0681408586923586,0,0,0,1
319,0,1,Miss,female,31.2,0,0,78.0074,S,0,74.094775,0.4179104477611941,0.11997290083430318,1.0,2.0681408586923586,1,0,0,1
320,0,2,Mr,male,27.7,0,0,10.9384,S,0,10.9384,0.3704206241519675,-0.16315206889726064,0.14315411595556654,-0.6370007252388946,0,0,0,1
321,0,3,Rev,male,34.3,1,0,8.3876,S,0,8.3876,0.45997286295793766,0.3707407311679738,0.10854727727901901,-0.7462577108130639,0,0,0,1
322,0,3,Col,male,32.5,0,0,10.0262,S,0,10.0262,0.435549525101764,0.2251336038774555,0.1307782502503969,-0.6760724761565508,0,0,0,1
323,0,3,Mrs,female,6.4,0,2,11.1776,Q,1,11.1776,0.08141112618724561,-1.8861697418350634,0.14639935502230253,-0.6267552058138744,1,0,1,0
324,1,2,Miss,female,23.3,0,0,1.8873,Q,1,1.8873,0.3107191316146541,-0.5190806022740836,0.020357362958350163,-1.0246814144855487,1,0,1,0
325,0,3,Mr,male,29.75,0,0,16.9657,S,0,16.9657,0.3982360922659431,0.0026782705169410845,0.22492681422871807,-0.37883676524548393,0,0,0,1
326,0,3,Mr,male,29.75,0,0,15.03,Q,0,15.03,0.3982360922659431,0.0026782705169410845,0.1986650698245339,-0.46174751754904353,0,0,1,0
327,1,3,Miss,female,29.9,0,0,20.6944,S,0,20.6944,0.4002713704206242,0.014812197791150847,0.2755142845804677,-0.219127449693341,1,0,0,1
328,0,3,Mrs,female,28.4,0,1,1.7397,S,0,1.7397,0.3799185888738128,-0.10652707495094793,0.018354865942253874,-1.0310034824919576,1,0,0,1
329,0,2,Mr,male,52.4,0,0,21.032,S,0,21.032,0.7055630936227952,1.8349012889226326,0.2800945216579345,-0.20466721826404843,0,0,0,1
330,1,2,Miss,female,30.65,4,0,15.4968,S,0,15.4968,0.4104477611940299,0.07548183416220024,0.20499817014373276,-0.44175333499218983,1,0,0,1
331,0,2,Mr,male,41.4,1,2,19.2047,S,0,19.2047,0.5563093622795117,0.9450799554805748,0.255303445794027,-0.2829349341726575,0,0,0,1
332,0,3,Mr,male,15.6,2,0,9.5838,Q,0,9.5838,0.20624151967435553,-1.141955535683524,0.12477618602328988,-0.6950215472001499,0,0,1,0
333,1,1,Miss,female,34.9,1,0,93.1381,S,0,74.094775,0.46811397557666223,0.4192764402648134,1.0,2.0681408586923586,1,0,0,1
334,0,1,Mr,male,30.799999999999997,0,0,41.2664,S,0,41.2664,0.41248303934871106,0.08761576143640999,0.5546156979621268,0.6620214868096442,0,0,0,1
335,0,1,Mr,male,30.799999999999997,0,4,74.1687,C,1,74.094775,0.41248303934871106,0.08761576143640999,1.0,2.0681408586923586,0,1,0,0
336,0,1,Mr,male,17.1,0,0,13.7356,S,0,13.7356,0.22659430122116697,-1.020616262941425,0.18110387648012308,-0.5171898266784167,0,0,0,1
337,0,3,Mr,male,54.4,0,0,8.4356,S,0,8.4356,0.7327001356852104,1.9966869859120975,0.10919849582083895,-0.7442017537378092,0,0,0,1
338,0,3,Miss,female,25.3,0,0,8.8006,S,1,8.8006,0.33785617367706927,-0.35729490528461855,0.11415047014926132,-0.7285679134780586,1,0,0,1
339,0,3,Mr,male,29.75,0,0,0.6207,S,0,0.6207,0.3982360922659431,0.0026782705169410845,0.0031733336860767106,-1.078932981808837,0,0,0,1
340,1,1,Miss,female,44.2,0,0,75.7985,S,0,74.094775,0.594301221166893,1.1715799312658262,1.0,2.0681408586923586,1,0,0,1
341,1,3,Mr,male,35.6,0,0,14.6049,S,0,14.6049,0.47761194029850756,0.4759014342111264,0.19289771561354116,-0.47995558739676947,0,0,0,1
342,0,3,Mr,male,36.3,0,0,8.3694,S,0,8.3694,0.48710990502035284,0.5325264281574389,0.1083003569152456,-0.7470372612040981,0,0,0,1
343,1,1,Mr,male,9.4,0,0,116.6537,Q,1,74.094775,0.1221166892808684,-1.6434911963508658,1.0,2.0681408586923586,0,0,1,0
344,1,2,Miss,female,32.7,1,0,40.8645,C,0,40.8645,0.43826322930800554,0.24131217357640225,0.5491630993796803,0.6448071295482916,1,1,0,0
345,0,2,Mr,male,30.05,0,1,58.5118,S,0,58.5118,0.4023066485753054,0.0269461250653609,0.7885849529850738,1.4006840315096534,0,0,0,1
346,1,3,Miss,female,39.6,0,2,3.5585,S,0,3.5585,0.531886024423338,0.7994728281900565,0.04303062185604746,-0.953099842315425,1,0,0,1
347,0,3,Mr,male,31.9,0,0,16.6644,S,0,16.6644,0.4274084124830394,0.17659789478061588,0.22083906117350258,-0.39174217913661497,0,0,0,1
348,1,1,Mrs,female,54.5,0,0,76.5844,Q,1,74.094775,0.7340569877883312,2.004776270761571,1.0,2.0681408586923586,1,0,1,0
349,0,2,Mr,male,27.0,0,0,16.484,S,1,16.484,0.3609226594301222,-0.21977706284357335,0.21839156482049601,-0.39946915114444786,0,0,0,1
350,1,3,Mrs,female,20.7,0,0,3.5625,S,0,3.5625,0.2754409769335143,-0.7294020083603883,0.04308489006786579,-0.9529285125591537,1,0,0,1
351,1,3,Miss,female,30.2,0,1,11.1677,C,0,11.1677,0.4043419267299865,0.03908005233957066,0.14626504119805217,-0.6271792469606458,1,1,0,0
352,1,3,Mrs,female,40.8,0,0,0.809,Q,0,0.809,0.548168249660787,0.8965442463837352,0.005728009757424485,-1.0708676335323681,1,0,1,0
353,0,3,Miss,female,30.2,2,0,9.6497,S,0,9.6497,0.4043419267299865,0.03908005233957066,0.12567025481299682,-0.6921988894655812,1,0,0,1
